,website,country,category,subcategory,price,brand,form,type,rating,count of ratings,Cluster
2991,Amazon,India,eyes,eyeliner,6.0,LAKMï¿½,gel,metallic,4.1,1334,dark purple
2992,Amazon,India,eyes,eyeliner,6.3,LAKMï¿½,gel,all,4.1,126,dark purple
2993,Amazon,India,eyes,primer,9.6,LAKMï¿½,gel,matte,4.1,1824,dark purple
2994,Amazon,India,eyes,primer,9.540000000000001,LAMBRE,gel,matte,4.86649383769435,0,cyan
2995,Amazon,India,eyes,eyeshadow,45.588,Lavera,gel,all,3.9,1198,dark purple
2996,ulta,USA,eyes,eyebrow,14.706,Lime Crime,gel,all,3.6,18,dark blue
2997,Amazon,India,eyes,mascara,70.788,LISE WATIER,gel,all,4.3,146,green
2998,ulta,USA,eyes,eyeliner,10.774560000000001,L'Orï¿½ï¿½,gel,all,4.5,285,cyan
2999,ulta,USA,eyes,mascara,13.715760000000001,L'Orï¿½ï¿½,gel,all,4.3,1607,dark purple
3000,ulta,USA,eyes,eyebrow,17.63736,L'Orï¿½ï¿½,gel,all,4.2,8613,dark purple
3001,Amazon,India,eyes,eyeshadow,25.188,L'Oreal Paris,gel,all,3.9,547,dark purple
3002,Amazon,India,eyes,eyeshadow,25.188,L'Oreal Paris,gel,all,3.9,303,dark purple
3003,Amazon,India,eyes,eyeshadow,25.188,L'Oreal Paris,gel,all,4.1,190,dark purple
3004,Amazon,India,eyes,eyeshadow,26.388,L'Oreal Paris,gel,all,4.3,188,dark purple
3005,Amazon,India,eyes,eyeliner,3.06,Lotus Makeup,gel,matte,3.8,1360,dark purple
3006,Amazon,India,eyes,eyeliner,3.54,Lotus Makeup,gel,matte,3.9,295,dark purple
3007,Amazon,India,eyes,eyeliner,3.9,Lotus Makeup,gel,glossy,4.2,24,dark purple
3008,Amazon,India,eyes,eyeliner,5.4,Lovechild Masaba,gel,matte,4.86649383769435,0,cyan
3009,Amazon,India,eyes,primer,10.788,LOVERIGHT,gel,matte,4.86649383769435,0,cyan
3010,ulta,USA,eyes,eyeliner,18.6276,MAC,gel,all,4.3,488,dark purple
3011,ulta,USA,eyes,eyebrow,20.5884,MAC,gel,all,4.3,135,dark purple
3012,ulta,USA,eyes,eyebrow,23.5296,MAC,gel,all,4.2,361,dark purple
3013,Sephora,India,eyes,eyebrow,14.040000000000001,MAKE UP FOR EVER,gel,natural,4.16,15,dark purple
3014,Sephora,India,eyes,eyebrow,14.040000000000001,MAKE UP FOR EVER,gel,natural,4.16,15,dark purple
3015,Amazon,India,eyes,eyeliner,2.388,Makeup Mania,gel,shimmer,5.0,1,cyan
3016,Amazon,India,eyes,eyeliner,3.588,Makeup Revolution,gel,matte,3.6,33,dark blue
3017,ulta,USA,eyes,eyebrow,7.8432,Makeup Revolution,gel,all,3.4,262,dark blue
3018,Amazon,India,eyes,eyeliner,9.0,Makeup Revolution,gel,metallic,3.9,34,dark purple
3019,Amazon,India,eyes,primer,5.988,Maliao,gel,satin,5.0,1,cyan
3020,Amazon,India,eyes,mascara,39.792,MARCELLE,gel,all,4.1,254,dark purple
3021,Amazon,India,eyes,mascara,47.988,MARCELLE,gel,all,4.2,1058,dark purple
3022,Amazon,India,eyes,mascara,51.588,MARCELLE,gel,all,4.2,381,dark purple
3023,Amazon,India,eyes,mascara,57.588,MARCELLE,gel,all,4.1,319,dark purple
3024,Amazon,India,eyes,mascara,59.988,MARCELLE,gel,all,4.4,313,green
3025,Amazon,India,eyes,eyeliner,2.748,MARS,gel,natural,4.0,444,dark purple
3026,Amazon,India,eyes,eyeliner,2.748,MARS,gel,natural,4.0,444,dark purple
3027,Amazon,India,eyes,eyeliner,2.868,MARS,gel,all,4.2,109,dark purple
3028,Amazon,India,eyes,eyeliner,3.108,MARS,gel,matte,3.8,67,dark purple
3029,Amazon,India,eyes,eyeliner,3.588,MARS,gel,matte,3.6,54,dark blue
3030,Amazon,India,eyes,eyeliner,3.588,MARS,gel,matte,3.4,15,dark blue
3031,Amazon,India,eyes,primer,4.188,MARS,gel,matte,3.8,446,dark purple
3032,Amazon,India,eyes,eyeliner,4.248,Maybelline,gel,semi-matte,4.3,28041,yellow
3033,Amazon,India,eyes,eyeliner,5.04,Maybelline,gel,all,4.0,16396,yellow
3034,Amazon,India,eyes,eyeliner,5.04,Maybelline,gel,all,4.0,16397,yellow
3035,ulta,USA,eyes,eyebrow,6.362760000000001,Maybelline,gel,all,3.9,655,dark purple
3036,Amazon,India,eyes,eyeliner,6.948,Maybelline,gel,glossy,4.2,222,dark purple
3037,Amazon,India,eyes,eyeliner,7.188,Maybelline,gel,glossy,4.2,16199,yellow
3038,ulta,USA,eyes,mascara,8.32356,Maybelline,gel,all,4.1,504,dark purple
3039,ulta,USA,eyes,mascara,8.81376,Maybelline,gel,all,3.5,1172,dark blue
3040,ulta,USA,eyes,mascara,8.81376,Maybelline,gel,all,3.5,1172,dark blue
3041,ulta,USA,eyes,eyeliner,9.79416,Maybelline,gel,all,4.2,10898,dark purple
3042,ulta,USA,eyes,eyeliner,9.79416,Maybelline,gel,all,4.0,2555,dark purple
3043,ulta,USA,eyes,mascara,9.79416,Maybelline,gel,all,3.8,102,dark purple
3044,ulta,USA,eyes,mascara,9.79416,Maybelline,gel,all,3.9,286,dark purple
3045,ulta,USA,eyes,eyebrow,12.73536,Maybelline,gel,all,4.4,157,dark purple
3046,Amazon,India,eyes,eyeliner,32.388,Maybelline,gel,glossy,4.0,11229,dark purple
3047,Amazon,India,eyes,mascara,47.988,Maybelline,gel,all,3.3,71,dark blue
3048,Amazon,India,eyes,eyeliner,4.788,MAYU,gel,all,3.5,154,dark blue
3049,ulta,USA,eyes,eyebrow,9.79416,Milani,gel,all,4.3,74,dark purple
3050,ulta,USA,eyes,eyebrow,10.774560000000001,Milani,gel,all,4.3,95,dark purple
3051,Amazon,India,eyes,primer,19.2,Milani,gel,semi-matte,4.5,19,cyan
3052,Amazon,India,eyes,eyeshadow,88.8,Milani,gel,matte,4.4,846,green
3053,Amazon,India,eyes,eyeliner,3.0,Million Colors,gel,matte,4.7,8,cyan
3054,Amazon,India,eyes,eyeliner,3.0,Miss Claire,gel,shimmer,3.8,308,dark purple
3055,Amazon,India,eyes,primer,3.588,MISSDOLL,gel,natural,5.0,1,cyan
3056,Amazon,India,eyes,eyeliner,5.988,MIVVA,gel,matte,3.7,10,dark purple
3057,ulta,USA,eyes,eyeliner,5.8824,Morphe 2,gel,all,4.0,45,dark purple
3058,Amazon,India,eyes,eyeliner,3.588,Music Flower,gel,glossy,3.7,836,dark purple
3059,Amazon,India,eyes,eyeliner,4.188,Music Flower,gel,matte,3.6,4282,dark blue
3060,Amazon,India,eyes,eyeliner,5.988,Music Flower,gel,glossy,3.6,2058,dark blue
3061,Amazon,India,eyes,eyeliner,3.9,MyGlamm,gel,glossy,3.6,47,dark blue
3062,Amazon,India,eyes,eyeliner,5.388,MyGlamm,gel,matte,4.86649383769435,0,cyan
3063,Amazon,India,eyes,eyeliner,10.200000000000001,MyGlamm,gel,shimmer,4.2,53,dark purple
3064,Amazon,India,eyes,eyeshadow,59.988,NARS,gel,all,4.2,7,green
3065,Amazon,India,eyes,eyeshadow,101.988,NARS,gel,all,3.7,7,green
3066,ulta,USA,eyes,eyeshadow,27.4512,NATASHA DENONA,gel,all,5.0,2,cyan
3067,Amazon,India,eyes,primer,3.3000000000000003,Neyah,gel,matte,4.7,4,cyan
3068,Amazon,India,eyes,eyeshadow,5.724,Nicka K,gel,all,2.1,4,dark blue
3069,Amazon,India,eyes,eyeshadow,5.748,Nicka K,gel,all,1.0,2,dark blue
3070,ulta,USA,eyes,eyebrow,26.4708,NUDESTIX,gel,all,4.5,359,cyan
3071,Sephora,India,eyes,eyebrow,28.8,Nudestix,gel,natural,4.06,5,dark purple
3072,Amazon,India,eyes,eyeshadow,71.988,NYX,gel,shimmer,2.6,8,dark blue
3073,ulta,USA,eyes,eyebrow,6.8628,NYX Professional Makeup,gel,all,3.9,1278,dark purple
3074,ulta,USA,eyes,eyebrow,8.333400000000001,NYX Professional Makeup,gel,all,4.2,1747,dark purple
3075,ulta,USA,eyes,eyebrow,8.333400000000001,NYX Professional Makeup,gel,all,4.3,1462,dark purple
3076,Amazon,India,eyes,eyeliner,28.524,Nyx Professional Makeup,gel,metallic,4.6,65354,yellow
3077,Amazon,India,eyes,primer,30.0,Nyx Professional Makeup,gel,shimmer,4.6,19622,yellow
3078,Sephora,India,eyes,eyebrow,27.6,ONE/SIZE by Patrick Starrr,gel,natural,4.14,14,dark purple
3079,ulta,USA,eyes,eyebrow,13.7256,Pacifica,gel,all,3.9,115,dark purple
3080,ulta,USA,eyes,eyebrow,18.6276,Persona,gel,all,4.5,6,cyan
3081,Amazon,India,eyes,primer,5.04,Plum,gel,natural,4.2,58,dark purple
3082,ulta,USA,eyes,eyebrow,15.6864,PYT Beauty,gel,all,4.5,539,cyan
3083,ulta,USA,eyes,eyeshadow,15.6864,r.e.m. beauty,gel,all,4.3,376,dark purple
3084,ulta,USA,eyes,eyebrow,19.608,r.e.m. beauty,gel,all,4.4,25,dark purple
3085,Amazon,India,eyes,eyeliner,6.3,Recode,gel,matte,4.2,27,dark purple
3086,Amazon,India,eyes,primer,2.46,RED 4,gel,matte,1.0,1,dark blue
3087,Amazon,India,eyes,primer,27.3741712213368,RED4,gel,matte,3.7,3,dark purple
3088,Amazon,India,eyes,eyeliner,3.588,Relove,gel,matte,4.86649383769435,0,cyan
3089,Amazon,India,eyes,eyeliner,4.788,RENEE,gel,matte,4.86649383769435,0,cyan
3090,Amazon,India,eyes,eyeliner,6.96,REVLON,gel,matte,4.0,208,dark purple
3091,Amazon,India,eyes,eyeliner,8.52,REVLON,gel,matte,3.9,111,dark purple
3092,ulta,USA,eyes,eyeliner,9.50004,Revlon,gel,all,4.2,3207,dark purple
3093,Amazon,India,eyes,eyeliner,10.08,REVLON,gel,matte,4.4,15631,yellow
3094,Amazon,India,eyes,eyeliner,13.200000000000001,REVLON,gel,all,4.3,30,dark purple
3095,Amazon,India,eyes,eyeshadow,10.200000000000001,REVOLUTION BEAUTY,gel,shimmer,2.6,6,dark blue
3096,Amazon,India,eyes,mascara,41.988,Rimmel,gel,all,3.5,81,dark blue
3097,Amazon,India,eyes,mascara,47.988,Rimmel London,gel,all,4.1,5233,dark purple
3098,Amazon,India,eyes,eyeliner,2.388,RONZILLE,gel,metallic,2.6,3,dark blue
3099,Amazon,India,eyes,primer,5.988,Rsentera,gel,matte,3.4,41,dark blue
3100,Amazon,India,eyes,eyeshadow,3.12,SAKURA,gel,all,3.5,3,dark blue
3101,Amazon,India,eyes,eyeliner,3.588,Saplotia,gel,matte,4.86649383769435,0,cyan
3102,Sephora,India,eyes,eyebrow,13.200000000000001,Sephora Collection,gel,natural,4.16,15,dark purple
3103,Sephora,India,eyes,eyebrow,14.4,Sephora Collection,gel,natural,4.12,11,dark purple
3104,Sephora,India,eyes,eyebrow,14.4,Sephora Collection,gel,natural,4.15,14,dark purple
3105,Sephora,India,eyes,eyebrow,14.4,Sephora Collection,gel,natural,4.15,14,dark purple
3106,Sephora,India,eyes,eyebrow,14.4,Sephora Collection,gel,natural,4.15,14,dark purple
3107,Sephora,India,eyes,eyebrow,14.4,Sephora Collection,gel,natural,4.15,14,dark purple
3108,Amazon,India,eyes,eyeliner,5.988,SERY,gel,matte,3.8,14,dark purple
3109,Amazon,India,eyes,eyeshadow,2.988,Shryoan,gel,all,3.2,4,dark blue
3110,ulta,USA,eyes,eyeliner,22.5492,Smashbox,gel,all,4.1,492,dark purple
3111,Amazon,India,eyes,eyeliner,3.588,Spanking,gel,glossy,3.4,259,dark blue
3112,ulta,USA,eyes,eyeshadow,19.608,Stila,gel,all,4.1,246,dark purple
3113,Amazon,India,eyes,eyeshadow,74.388,Stila,gel,shimmer,4.5,942,green
3114,Amazon,India,eyes,eyeliner,5.088,SUGAR Cosmetics,gel,matte,3.8,582,dark purple
3115,Amazon,India,eyes,eyeliner,6.1080000000000005,SUGAR Cosmetics,gel,matte,4.1,430,dark purple
3116,Amazon,India,eyes,eyeliner,2.148,SWISS BEAUTY,gel,matte,4.0,1032,dark purple
3117,Amazon,India,eyes,eyeliner,2.388,SWISS BEAUTY,gel,semi-matte,3.5,355,dark blue
3118,Amazon,India,eyes,eyeliner,2.988,SWISS BEAUTY,gel,glossy,3.9,593,dark purple
3119,Amazon,India,eyes,eyeliner,2.988,SWISS BEAUTY,gel,shimmer,2.0,3,dark blue
3120,Amazon,India,eyes,eyeliner,2.988,SWISS BEAUTY,gel,all,4.0,78,dark purple
3121,Amazon,India,eyes,eyeliner,3.588,SWISS BEAUTY,gel,shimmer,3.8,1513,dark purple
3122,Amazon,India,eyes,primer,4.188,SWISS BEAUTY,gel,luminous,3.8,14,dark purple
3123,Amazon,India,eyes,eyeliner,4.788,SWISS BEAUTY,gel,semi-matte,4.2,5616,dark purple
3124,Amazon,India,eyes,eyeliner,4.788,SWISS BEAUTY,gel,matte,4.0,527,dark purple
3125,ulta,USA,eyes,eyebrow,21.568800000000003,Tarte,gel,all,4.4,428,dark purple
3126,ulta,USA,eyes,eyeliner,22.5492,Too Faced,gel,all,3.4,279,dark blue
3127,Sephora,India,eyes,eyebrow,27.0,Too Faced,gel,natural,4.16,15,dark purple
3128,Sephora,India,eyes,eyebrow,27.0,Too Faced,gel,natural,4.12,12,dark purple
3129,ulta,USA,eyes,eyebrow,13.7256,Treslï¿½ï¿½ï¿½ï¿,gel,all,4.2,75,dark purple
3130,ulta,USA,eyes,eyebrow,9.804,ULTA Beauty Collection,gel,all,4.3,446,dark purple
3131,ulta,USA,eyes,eyebrow,25.490399999999998,Urban Decay Cosmetics,gel,all,4.1,1166,dark purple
3132,Amazon,India,eyes,primer,4.788,VARS ; LONDON,gel,matte,4.86649383769435,0,cyan
3133,Amazon,India,eyes,primer,5.988,VARS ; LONDON,gel,all,3.8,25,dark purple
3134,Amazon,India,eyes,primer,4.788,Vedy,gel,matte,3.4,8,dark blue
3135,Amazon,India,eyes,primer,4.788,Vedy,gel,matte,3.6,21,dark blue
3136,Amazon,India,eyes,eyeliner,19.188,W7,gel,matte,4.2,216,dark purple
3137,Amazon,India,eyes,eyeliner,19.188,W7,gel,matte,4.2,216,dark purple
3138,ulta,USA,eyes,eyebrow,12.745199999999999,Well People,gel,all,3.7,7,dark purple
3139,ulta,USA,eyes,eyebrow,16.666800000000002,Well People,gel,all,4.5,75,cyan
3140,Amazon,India,eyes,eyeliner,5.988,Wet n Wild,gel,all,3.4,69,dark blue
3141,ulta,USA,eyes,eyebrow,15.6864,Winky Lux,gel,all,4.7,31,cyan
3142,ulta,USA,eyes,eyebrow,15.6864,Winky Lux,gel,all,4.6,47,cyan
3143,ulta,USA,eyes,eyeshadow,13.7256,about-face,liquid,all,3.7,3,dark purple
3144,Amazon,India,eyes,mascara,5.988,AGLEY,liquid,all,4.86649383769435,0,cyan
3145,Amazon,India,eyes,mascara,5.988,AGLEY,liquid,all,4.86649383769435,0,cyan
3146,Amazon,India,eyes,mascara,5.988,AGLEY,liquid,all,4.86649383769435,0,cyan
3147,Amazon,India,eyes,mascara,5.988,AGLEY,liquid,all,4.86649383769435,0,cyan
3148,Amazon,India,eyes,mascara,5.988,AGLEY,liquid,all,4.86649383769435,0,cyan
3149,Amazon,India,eyes,mascara,5.988,AGLEY,liquid,all,4.86649383769435,0,cyan
3150,Amazon,India,eyes,mascara,5.988,AGLEY,liquid,all,4.86649383769435,0,cyan
3151,Amazon,India,eyes,mascara,5.988,AGLEY,liquid,all,4.86649383769435,0,cyan
3152,Amazon,India,eyes,mascara,5.988,AGLEY,liquid,all,4.86649383769435,0,cyan
3153,Amazon,India,eyes,mascara,5.988,AGLEY,liquid,all,4.86649383769435,0,cyan
3154,Amazon,India,eyes,mascara,5.988,AGLEY,liquid,all,4.86649383769435,0,cyan
3155,Amazon,India,eyes,mascara,5.988,AGLEY,liquid,all,4.86649383769435,0,cyan
3156,Amazon,India,eyes,mascara,5.988,AGLEY,liquid,all,4.86649383769435,0,cyan
3157,Amazon,India,eyes,mascara,5.988,AGLEY,liquid,all,4.86649383769435,0,cyan
3158,Amazon,India,eyes,mascara,5.988,AGLEY,liquid,all,4.86649383769435,0,cyan
3159,Amazon,India,eyes,mascara,5.988,AGLEY,liquid,all,4.86649383769435,0,cyan
3160,Amazon,India,eyes,mascara,5.988,AGLEY,liquid,all,4.86649383769435,0,cyan
3161,Amazon,India,eyes,mascara,5.988,AGLEY,liquid,all,4.86649383769435,0,cyan
3162,Amazon,India,eyes,mascara,5.988,AGLEY,liquid,all,4.86649383769435,0,cyan
3163,Amazon,India,eyes,mascara,37.188,Almay,liquid,all,3.8,139,dark purple
3164,Amazon,India,eyes,mascara,41.988,Almay,liquid,all,3.8,212,dark purple
3165,Amazon,India,eyes,mascara,45.588,Almay,liquid,all,4.3,1628,dark purple
3166,Amazon,India,eyes,mascara,47.988,Almay,liquid,all,4.3,1046,dark purple
3167,Amazon,India,eyes,mascara,62.388,Almay,liquid,all,4.0,411,dark purple
3168,Amazon,India,eyes,primer,94.788,Almay,liquid,all,4.1,5,green
3169,Amazon,India,eyes,mascara,113.988,Almay,liquid,all,5.0,2,green
3170,Amazon,India,eyes,mascara,141.468,Almay,liquid,all,4.2,14,green
3171,ulta,USA,eyes,eyeliner,17.647199999999998,Anastasia Beverly Hills,liquid,all,4.4,1594,dark purple
3172,Sephora,India,eyes,eyeliner,22.56,Anastasia Beverly Hills,liquid,matte,4.07,7,dark purple
3173,Sephora,India,eyes,eyeliner,22.56,Anastasia Beverly Hills,liquid,matte,4.11,11,dark purple
3174,Amazon,India,eyes,eyeliner,0.9,ANKITA,liquid,all,3.5,2,dark blue
3175,Amazon,India,eyes,eyeliner,2.388,AURINKO,liquid,natural,3.0,38,dark blue
3176,Amazon,India,eyes,eyeliner,5.976,AYA,liquid,metallic,3.6,45,dark blue
3177,Amazon,India,eyes,eyeliner,17.928,AYA,liquid,satin,4.0,23,dark purple
3178,Amazon,India,eyes,eyeliner,20.916,AYA,liquid,satin,4.86649383769435,0,cyan
3179,Amazon,India,eyes,mascara,120.06,Bare Escentuals,liquid,all,4.86649383769435,0,green
3180,Amazon,India,eyes,mascara,120.06,Bare Escentuals,liquid,all,3.8,30,green
3181,ulta,USA,eyes,mascara,19.608,bareMinerals,liquid,all,4.0,655,dark purple
3182,ulta,USA,eyes,eyeliner,22.5492,bareMinerals,liquid,all,4.4,342,dark purple
3183,Amazon,India,eyes,mascara,3.588,Beaut by Sterling,liquid,all,4.86649383769435,0,cyan
3184,ulta,USA,eyes,eyeliner,17.647199999999998,Beauty Bakerie,liquid,all,4.6,283,cyan
3185,Amazon,India,eyes,mascara,81.58800000000001,Beauty Without Cruelty,liquid,all,3.9,35,green
3186,Amazon,India,eyes,eyeliner,7.188,BEGGIE,liquid,luminous,5.0,1,cyan
3187,Amazon,India,eyes,eyeliner,2.388,Bella Voste,liquid,all,3.0,43,dark blue
3188,Amazon,India,eyes,eyeliner,2.388,Bella Voste,liquid,all,3.0,43,dark blue
3189,Sephora,India,eyes,eyeliner,28.8,Benefit Cosmetics,liquid,matte,4.16,15,dark purple
3190,Amazon,India,eyes,eyeliner,4.788,Bigwig,liquid,shimmer,2.8,14,dark blue
3191,Amazon,India,eyes,eyeliner,5.988,Bigwig,liquid,shimmer,3.3,7,dark blue
3192,Amazon,India,eyes,eyeliner,8.700000000000001,Bigwig,liquid,shimmer,4.86649383769435,0,cyan
3193,Amazon,India,eyes,mascara,32.388,Black Radiance,liquid,all,3.6,292,dark blue
3194,ulta,USA,eyes,eyeliner,8.333400000000001,BLK/OPL,liquid,all,5.0,1,cyan
3195,Amazon,India,eyes,eyeliner,1.2,Blue Heaven,liquid,glossy,4.1,5,dark purple
3196,Sephora,India,eyes,eyeliner,21.0,Bobbi Brown,liquid,metallic,4.07,7,dark purple
3197,Sephora,India,eyes,eyeliner,31.2,Bobbi Brown,liquid,matte,4.14,14,dark purple
3198,Sephora,India,eyes,eyeliner,31.2,Bobbi Brown,liquid,matte,4.16,15,dark purple
3199,Amazon,India,eyes,mascara,124.788,Bobbi Brown,liquid,all,4.86649383769435,0,green
3200,Amazon,India,eyes,mascara,167.076,Bobbi Brown,liquid,all,4.86649383769435,0,green
3201,Amazon,India,eyes,mascara,180.0,Bobbi Brown,liquid,all,4.86649383769435,0,green
3202,Amazon,India,eyes,mascara,5.748,BOLT BEE,liquid,all,4.86649383769435,0,cyan
3203,Amazon,India,eyes,primer,5.988,Bridester,liquid,satin,4.86649383769435,0,cyan
3204,Amazon,India,eyes,mascara,28.956,BTYMS,liquid,all,4.8,2371,cyan
3205,Amazon,India,eyes,eyeliner,18.468,CALAILIS,liquid,all,4.2,691,dark purple
3206,Amazon,India,eyes,eyeliner,26.316,CALAILIS,liquid,all,4.2,637,dark purple
3207,Amazon,India,eyes,eyeliner,26.316,CALAILIS,liquid,all,4.2,637,dark purple
3208,Amazon,India,eyes,eyeliner,4.788,Cameleon,liquid,all,4.3,12,dark purple
3209,Amazon,India,eyes,mascara,27.3741712213368,Cerlingwee,liquid,all,4.86649383769435,0,cyan
3210,ulta,USA,eyes,eyeshadow,35.294399999999996,CHANEL,liquid,all,4.2,9,dark purple
3211,Amazon,India,eyes,primer,5.988,CL2 Cameleon,liquid,natural,4.6,3,cyan
3212,Amazon,India,eyes,mascara,3.588,Clamy,liquid,all,4.86649383769435,0,cyan
3213,ulta,USA,eyes,eyelashes,48.0396,Clinique,liquid,all,3.3,129,dark blue
3214,Amazon,India,eyes,mascara,127.188,Clinique,liquid,all,4.86649383769435,0,green
3215,Amazon,India,eyes,mascara,27.3741712213368,Clinique,liquid,all,4.86649383769435,0,cyan
3216,Amazon,India,eyes,mascara,27.3741712213368,Clinique,liquid,all,4.86649383769435,0,cyan
3217,Amazon,India,eyes,eyeliner,23.1,Color Diva,liquid,shimmer,3.5,393,dark blue
3218,Amazon,India,eyes,eyeliner,5.988,Coloressence,liquid,metallic,4.0,29,dark purple
3219,Amazon,India,eyes,primer,4.188,COLORS QUEEN,liquid,natural,4.5,2,cyan
3220,ulta,USA,eyes,eyeliner,8.81376,CoverGirl,liquid,all,4.0,589,dark purple
3221,Amazon,India,eyes,mascara,20.388,COVERGIRL,liquid,all,4.6,859,cyan
3222,Amazon,India,eyes,mascara,27.876,COVERGIRL,liquid,all,4.4,1237,dark purple
3223,Amazon,India,eyes,mascara,28.38,COVERGIRL,liquid,all,4.4,1606,dark purple
3224,Amazon,India,eyes,mascara,29.988,COVERGIRL,liquid,all,4.1,1840,dark purple
3225,Amazon,India,eyes,mascara,30.900000000000002,COVERGIRL,liquid,all,4.5,1117,cyan
3226,Amazon,India,eyes,mascara,31.092000000000002,COVERGIRL,liquid,all,4.1,119,dark purple
3227,Amazon,India,eyes,mascara,32.964,COVERGIRL,liquid,all,4.5,787,cyan
3228,Amazon,India,eyes,mascara,33.6,COVERGIRL,liquid,all,4.1,1083,dark purple
3229,Amazon,India,eyes,mascara,35.988,COVERGIRL,liquid,all,4.4,531,dark purple
3230,Amazon,India,eyes,mascara,35.988,COVERGIRL,liquid,all,3.8,163,dark purple
3231,Amazon,India,eyes,mascara,36.576,COVERGIRL,liquid,all,4.3,515,dark purple
3232,Amazon,India,eyes,mascara,38.736000000000004,COVERGIRL,liquid,all,4.5,696,cyan
3233,Amazon,India,eyes,mascara,40.068,COVERGIRL,liquid,all,4.3,1055,dark purple
3234,Amazon,India,eyes,mascara,41.1,COVERGIRL,liquid,all,3.6,67,dark blue
3235,Amazon,India,eyes,mascara,46.872,COVERGIRL,liquid,all,4.3,38,dark purple
3236,Amazon,India,eyes,mascara,51.6,COVERGIRL,liquid,all,4.5,16304,yellow
3237,Amazon,India,eyes,mascara,51.6,COVERGIRL,liquid,all,4.3,540,dark purple
3238,Amazon,India,eyes,mascara,57.6,COVERGIRL,liquid,all,4.3,458,dark purple
3239,Amazon,India,eyes,mascara,59.988,COVERGIRL,liquid,all,4.6,48,green
3240,Amazon,India,eyes,mascara,63.6,COVERGIRL,liquid,all,3.7,69,dark blue
3241,Amazon,India,eyes,mascara,65.988,COVERGIRL,liquid,all,4.3,1614,green
3242,Amazon,India,eyes,mascara,83.988,COVERGIRL,liquid,all,4.0,53,green
3243,Amazon,India,eyes,mascara,27.3741712213368,COVERGIRL,liquid,all,4.2,69,dark purple
3244,Amazon,India,eyes,mascara,27.3741712213368,COVERGIRL,liquid,all,4.6,530,cyan
3245,Amazon,India,eyes,eyeshadow,32.22,Da Vinci Brushes,liquid,all,4.5,130,cyan
3246,Amazon,India,eyes,primer,5.988,Daily life FOREVER52,liquid,natural,4.86649383769435,0,cyan
3247,Amazon,India,eyes,mascara,20.988,DC DERMACOL,liquid,all,4.86649383769435,0,cyan
3248,Amazon,India,eyes,mascara,20.988,DC DERMACOL,liquid,all,4.86649383769435,0,cyan
3249,Amazon,India,eyes,mascara,20.988,DC DERMACOL,liquid,all,4.86649383769435,0,cyan
3250,Amazon,India,eyes,mascara,20.988,DC DERMACOL,liquid,all,4.86649383769435,0,cyan
3251,Sephora,India,eyes,eyeshadow,33.6,Dear Dahlia,liquid,shimmer,4.07,7,dark purple
3252,Sephora,India,eyes,eyeshadow,33.6,Dear Dahlia,liquid,shimmer,4.07,7,dark purple
3253,Sephora,India,eyes,eyeshadow,33.6,Dear Dahlia,liquid,shimmer,4.07,7,dark purple
3254,Sephora,India,eyes,eyeshadow,33.6,Dear Dahlia,liquid,shimmer,4.07,7,dark purple
3255,Sephora,India,eyes,eyeshadow,33.6,Dear Dahlia,liquid,shimmer,4.07,7,dark purple
3256,Sephora,India,eyes,eyeshadow,33.6,Dear Dahlia,liquid,shimmer,4.07,7,dark purple
3257,Sephora,India,eyes,eyeshadow,33.6,Dear Dahlia,liquid,shimmer,4.07,7,dark purple
3258,Sephora,India,eyes,eyeshadow,33.6,Dear Dahlia,liquid,shimmer,4.07,7,dark purple
3259,Sephora,India,eyes,eyeshadow,33.6,Dear Dahlia,liquid,shimmer,4.07,7,dark purple
3260,Amazon,India,eyes,mascara,27.3741712213368,Dejavu,liquid,all,4.86649383769435,0,cyan
3261,Amazon,India,eyes,mascara,23.04,Diego dalla Palma Milano,liquid,all,4.3,249,dark purple
3262,Amazon,India,eyes,eyeshadow,47.892,E.l.f.,liquid,all,4.5,476,cyan
3263,ulta,USA,eyes,eyeliner,2.9412,e.l.f. Cosmetics,liquid,all,2.9,1132,dark blue
3264,ulta,USA,eyes,eyeliner,2.9412,e.l.f. Cosmetics,liquid,all,3.6,960,dark blue
3265,ulta,USA,eyes,eyeliner,4.902,e.l.f. Cosmetics,liquid,all,3.1,934,dark blue
3266,ulta,USA,eyes,eyeliner,4.902,e.l.f. Cosmetics,liquid,all,5.0,9,cyan
3267,ulta,USA,eyes,mascara,5.8824,e.l.f. Cosmetics,liquid,all,1.8,27,dark blue
3268,ulta,USA,eyes,mascara,5.8824,e.l.f. Cosmetics,liquid,all,3.8,282,dark purple
3269,ulta,USA,eyes,eyeliner,6.8628,e.l.f. Cosmetics,liquid,all,4.1,289,dark purple
3270,ulta,USA,eyes,mascara,7.8432,e.l.f. Cosmetics,liquid,all,4.1,3215,dark purple
3271,ulta,USA,eyes,mascara,7.8432,e.l.f. Cosmetics,liquid,all,4.0,384,dark purple
3272,Amazon,India,eyes,mascara,25.992,ELECTROPRIME,liquid,all,4.86649383769435,0,cyan
3273,Amazon,India,eyes,mascara,25.992,ELECTROPRIME,liquid,all,4.86649383769435,0,cyan
3274,ulta,USA,eyes,mascara,27.4512,Ere Perez,liquid,all,4.0,12,dark purple
3275,ulta,USA,eyes,eyeliner,3.91176,Essence,liquid,all,3.6,524,dark blue
