,website,country,category,subcategory,price,brand,form,type,rating,count of ratings,Cluster
0,Flipkart,India,body,perfume,7.188,Carlton London,aerosol,all,3.9,19,dark purple
1,Flipkart,India,body,perfume,1.788,Charlene,aerosol,all,4.4,4031,dark purple
2,Flipkart,India,body,perfume,3.576,Charlene,aerosol,all,4.4,4072,dark purple
3,Flipkart,India,body,perfume,2.94,Denver,aerosol,all,4.2,61,dark purple
4,Flipkart,India,body,perfume,5.064,Denver,aerosol,all,4.3,342,dark purple
5,Flipkart,India,body,perfume,5.064,Engage,aerosol,all,4.4,13101,dark purple
6,Flipkart,India,body,perfume,5.064,Engage,aerosol,all,4.3,515,dark purple
7,Flipkart,India,body,perfume,5.064,Engage,aerosol,all,4.5,9665,cyan
8,Flipkart,India,body,perfume,5.064,Engage,aerosol,all,4.3,54,dark purple
9,Flipkart,India,body,perfume,2.832,Envy,aerosol,all,4.2,842,dark purple
10,Flipkart,India,body,perfume,2.988,Envy,aerosol,all,4.1,396,dark purple
11,Flipkart,India,body,perfume,3.468,Envy,aerosol,all,4.3,4349,dark purple
12,Flipkart,India,body,perfume,1.212,FOGG,aerosol,all,4.3,180,dark purple
13,Flipkart,India,body,perfume,1.368,KS WOMAN,aerosol,all,4.2,163,dark purple
14,Flipkart,India,body,perfume,5.7,LA' French,aerosol,all,4.2,358,dark purple
15,Flipkart,India,body,perfume,6.48,LA' French,aerosol,all,4.2,524,dark purple
16,Flipkart,India,body,perfume,2.544,Park Avenue,aerosol,all,4.1,41,dark purple
17,ulta,USA,body,bodywash,11.7648,Ahava,cream,all,4.7,28,cyan
18,ulta,USA,body,bodywash,11.7648,Ahava,cream,all,4.0,1,dark purple
19,ulta,USA,body,bodywash,23.5296,Ahava,cream,all,4.86649383769435,0,cyan
20,ulta,USA,body,bodywash,23.5296,Ahava,cream,all,4.7,13,cyan
21,ulta,USA,body,bodywash,23.5296,Ahava,cream,all,4.7,301,cyan
22,ulta,USA,body,bodywash,25.490399999999998,Ahava,cream,all,4.5,39,cyan
23,ulta,USA,body,bodywash,44.118,Ahava,cream,all,4.4,21,dark purple
24,ulta,USA,body,bodywash,12.73536,Alpha Skin Care,cream,all,4.5,23,cyan
25,ulta,USA,body,bodywash,14.215800000000002,American Crew,cream,all,4.7,24,cyan
26,ulta,USA,body,bodywash,18.6276,American Crew,cream,all,4.7,59,cyan
27,ulta,USA,body,bodywash,29.412,Ariana Grande,cream,all,3.9,54,dark purple
28,ulta,USA,body,bodywash,17.157,Babo Botanicals,cream,all,4.7,57,cyan
29,ulta,USA,body,bodywash,17.157,Babo Botanicals,cream,all,4.8,30,cyan
30,ulta,USA,body,bodywash,17.157,Babo Botanicals,cream,all,4.7,57,cyan
31,ulta,USA,body,bodywash,17.157,Babo Botanicals,cream,all,4.3,43,dark purple
32,ulta,USA,body,bodywash,23.33352,Baxter of California,cream,all,4.1,9,dark purple
33,ulta,USA,body,bodywash,7.353,Beast,cream,all,4.7,10,cyan
34,ulta,USA,body,bodywash,14.706,Beast,cream,all,4.6,21,cyan
35,ulta,USA,body,bodywash,17.157,Beast,cream,all,4.8,100,cyan
36,ulta,USA,body,bodywash,17.157,Beast,cream,all,4.8,195,cyan
37,ulta,USA,body,bodywash,26.4708,Beast,cream,all,4.5,67,cyan
38,ulta,USA,body,bodywash,15.6864,Beekman 1802,cream,all,4.9,1489,cyan
39,ulta,USA,body,bodywash,28.431600000000003,Beekman 1802,cream,all,4.8,227,cyan
40,ulta,USA,body,bodywash,37.2552,Beekman 1802,cream,all,4.8,169,cyan
41,ulta,USA,body,bodywash,10.784400000000002,Bliss,cream,all,4.6,252,cyan
42,ulta,USA,body,bodywash,21.568800000000003,Bliss,cream,all,4.8,651,cyan
43,ulta,USA,body,bodywash,38.235600000000005,boscia,cream,all,4.6,76,cyan
44,ulta,USA,body,bodywash,24.51,Briogeo,cream,all,4.8,95,cyan
45,ulta,USA,body,bodywash,22.5492,Bushbalm,cream,all,4.2,55,dark purple
46,ulta,USA,body,bodywash,22.5492,Bushbalm,cream,all,4.7,148,cyan
47,ulta,USA,body,bodywash,28.431600000000003,Buttah Skin,cream,all,4.8,192,cyan
48,ulta,USA,body,bodywash,73.53,Buttah Skin,cream,all,4.6,287,green
49,ulta,USA,body,bodywash,12.24516,Carbon Theory.,cream,all,4.8,359,cyan
50,ulta,USA,body,sunscreen,24.50316,Cetaphil,cream,"combinational,dry,sensitive,normal",4.3,91,dark purple
51,ulta,USA,body,bodywash,33.333600000000004,Cï¿½ï¿½,cream,all,4.2,38,dark purple
52,ulta,USA,body,bodywash,34.314,Cï¿½ï¿½,cream,all,4.1,7,dark purple
53,ulta,USA,body,bodywash,36.2748,Cï¿½ï¿½,cream,all,3.7,9,dark purple
54,ulta,USA,body,moisturizer,64.71432,Clarins,cream,"combination, dry, normal, oily",4.6,132,green
55,ulta,USA,body,bodywash,19.117800000000003,Clinique,cream,all,4.6,641,cyan
56,ulta,USA,body,sunscreen,22.55196,Clinique,cream,"combination, dry, normal, oily",4.3,182,dark purple
57,ulta,USA,body,bodywash,33.333600000000004,Clinique,cream,all,4.4,7,dark purple
58,ulta,USA,body,bodywash,19.608,Coco & Eve,cream,all,4.86649383769435,0,cyan
59,ulta,USA,body,bodywash,19.608,Coco & Eve,cream,all,4.86649383769435,0,cyan
60,ulta,USA,body,bodywash,34.314,Coco & Eve,cream,all,4.3,49,dark purple
61,ulta,USA,body,bodywash,3.9216,Da Bomb,cream,all,3.0,1,dark blue
62,ulta,USA,body,bodywash,3.9216,Da Bomb,cream,all,5.0,2,cyan
63,ulta,USA,body,bodywash,3.9216,Da Bomb,cream,all,4.0,1,dark purple
64,ulta,USA,body,bodywash,7.8432,Da Bomb,cream,all,2.9,33,dark blue
65,ulta,USA,body,bodywash,7.8432,Da Bomb,cream,all,4.86649383769435,0,cyan
66,ulta,USA,body,bodywash,7.8432,Da Bomb,cream,all,3.7,7,dark purple
67,ulta,USA,body,bodywash,7.8432,Da Bomb,cream,all,4.5,2,cyan
68,ulta,USA,body,bodywash,7.8432,Da Bomb,cream,all,4.86649383769435,0,cyan
69,ulta,USA,body,bodywash,7.8432,Da Bomb,cream,all,4.2,35,dark purple
70,ulta,USA,body,bodywash,7.8432,Da Bomb,cream,all,5.0,2,cyan
71,ulta,USA,body,bodywash,7.8432,Da Bomb,cream,all,5.0,1,cyan
72,ulta,USA,body,bodywash,7.8432,Da Bomb,cream,all,4.86649383769435,0,cyan
73,ulta,USA,body,bodywash,7.8432,Da Bomb,cream,all,5.0,2,cyan
74,ulta,USA,body,bodywash,7.8432,Da Bomb,cream,all,3.6,39,dark blue
75,ulta,USA,body,bodywash,7.8432,Da Bomb,cream,all,2.5,30,dark blue
76,ulta,USA,body,bodywash,7.8432,Da Bomb,cream,all,3.6,5,dark blue
77,ulta,USA,body,bodywash,7.8432,Da Bomb,cream,all,3.2,10,dark blue
78,ulta,USA,body,bodywash,7.8432,Da Bomb,cream,all,4.86649383769435,0,cyan
79,ulta,USA,body,bodywash,7.8432,Da Bomb,cream,all,3.3,9,dark blue
80,ulta,USA,body,bodywash,19.608,Daily Concepts,cream,all,4.0,1,dark purple
81,ulta,USA,body,bodywash,33.333600000000004,Dermalogica,cream,all,4.4,294,dark purple
82,ulta,USA,body,sunscreen,47.06496,Dermalogica,cream,"combination, dry, normal, oily",4.4,344,dark purple
83,ulta,USA,body,sunscreen,56.870160000000006,Dermalogica,cream,"combinational,normal",4.4,190,dark purple
84,ulta,USA,body,sunscreen,15.67848,Differin,cream,combinational,4.3,305,dark purple
85,ulta,USA,body,bodywash,8.823599999999999,Dionis,cream,all,5.0,1,cyan
86,ulta,USA,body,bodywash,8.823599999999999,Dionis,cream,all,4.86649383769435,0,cyan
87,ulta,USA,body,bodywash,8.823599999999999,Dionis,cream,all,4.0,2,dark purple
88,ulta,USA,body,bodywash,8.823599999999999,Dionis,cream,all,3.0,1,dark blue
89,ulta,USA,body,bodywash,24.51,Dionis,cream,all,4.86649383769435,0,cyan
90,ulta,USA,body,bodywash,24.51,Dionis,cream,all,5.0,1,cyan
91,ulta,USA,body,bodywash,7.343159999999999,Dr Teal's,cream,all,4.7,99,cyan
92,ulta,USA,body,bodywash,7.343159999999999,Dr Teal's,cream,all,4.86649383769435,0,cyan
93,ulta,USA,body,bodywash,7.343159999999999,Dr Teal's,cream,all,5.0,3,cyan
94,ulta,USA,body,bodywash,7.343159999999999,Dr Teal's,cream,all,4.8,26,cyan
95,ulta,USA,body,bodywash,7.343159999999999,Dr Teal's,cream,all,4.8,735,cyan
96,ulta,USA,body,bodywash,7.343159999999999,Dr Teal's,cream,all,4.7,91,cyan
97,ulta,USA,body,bodywash,7.343159999999999,Dr Teal's,cream,all,4.9,40,cyan
98,ulta,USA,body,bodywash,7.343159999999999,Dr Teal's,cream,all,4.8,43,cyan
99,ulta,USA,body,bodywash,7.343159999999999,Dr Teal's,cream,all,4.86649383769435,0,cyan
100,ulta,USA,body,bodywash,7.343159999999999,Dr Teal's,cream,all,4.9,31,cyan
101,ulta,USA,body,bodywash,7.343159999999999,Dr Teal's,cream,all,4.9,51,cyan
102,ulta,USA,body,bodywash,7.343159999999999,Dr Teal's,cream,all,4.86649383769435,0,cyan
103,ulta,USA,body,bodywash,7.343159999999999,Dr Teal's,cream,all,4.6,9,cyan
104,ulta,USA,body,bodywash,7.343159999999999,Dr Teal's,cream,all,4.9,32,cyan
105,ulta,USA,body,bodywash,7.343159999999999,Dr Teal's,cream,all,5.0,2,cyan
106,ulta,USA,body,bodywash,7.343159999999999,Dr Teal's,cream,all,4.8,69,cyan
107,ulta,USA,body,bodywash,7.343159999999999,Dr Teal's,cream,all,4.7,84,cyan
108,ulta,USA,body,bodywash,7.343159999999999,Dr Teal's,cream,all,4.8,126,cyan
109,ulta,USA,body,bodywash,7.343159999999999,Dr Teal's,cream,all,4.8,1987,cyan
110,ulta,USA,body,bodywash,7.343159999999999,Dr Teal's,cream,all,4.8,1987,cyan
111,ulta,USA,body,bodywash,7.343159999999999,Dr Teal's,cream,all,4.9,21,cyan
112,ulta,USA,body,bodywash,7.343159999999999,Dr Teal's,cream,all,4.8,33,cyan
113,ulta,USA,body,bodywash,7.343159999999999,Dr Teal's,cream,all,4.8,30,cyan
114,ulta,USA,body,bodywash,7.343159999999999,Dr Teal's,cream,all,5.0,5,cyan
115,ulta,USA,body,bodywash,7.343159999999999,Dr Teal's,cream,all,4.86649383769435,0,cyan
116,ulta,USA,body,bodywash,8.81376,Dr Teal's,cream,all,4.9,29,cyan
117,ulta,USA,body,bodywash,8.81376,Dr Teal's,cream,all,4.8,2324,cyan
118,ulta,USA,body,bodywash,8.81376,Dr Teal's,cream,all,5.0,1,cyan
119,ulta,USA,body,bodywash,8.81376,Dr Teal's,cream,all,4.8,63,cyan
120,ulta,USA,body,bodywash,8.81376,Dr Teal's,cream,all,4.8,2279,cyan
121,ulta,USA,body,bodywash,8.81376,Dr Teal's,cream,all,4.8,2329,cyan
122,ulta,USA,body,bodywash,21.568800000000003,Drunk Elephant,cream,all,4.5,108,cyan
123,ulta,USA,body,bodywash,31.3728,Drunk Elephant,cream,all,3.8,79,dark purple
124,ulta,USA,body,bodywash,4.8921600000000005,Duke Cannon Supply Co,cream,all,5.0,5,cyan
125,ulta,USA,body,bodywash,7.83336,Duke Cannon Supply Co,cream,all,4.86649383769435,0,cyan
126,ulta,USA,body,bodywash,7.83336,Duke Cannon Supply Co,cream,all,4.86649383769435,0,cyan
127,ulta,USA,body,bodywash,7.83336,Duke Cannon Supply Co,cream,all,4.86649383769435,0,cyan
128,ulta,USA,body,bodywash,7.83336,Duke Cannon Supply Co,cream,all,4.7,13,cyan
129,ulta,USA,body,bodywash,7.83336,Duke Cannon Supply Co,cream,all,4.7,16,cyan
130,ulta,USA,body,bodywash,7.83336,Duke Cannon Supply Co,cream,all,4.86649383769435,0,cyan
131,ulta,USA,body,bodywash,7.83336,Duke Cannon Supply Co,cream,all,4.86649383769435,0,cyan
132,ulta,USA,body,bodywash,7.83336,Duke Cannon Supply Co,cream,all,4.86649383769435,0,cyan
133,ulta,USA,body,bodywash,9.79416,Duke Cannon Supply Co,cream,all,4.0,2,dark purple
134,ulta,USA,body,bodywash,19.59816,Duke Cannon Supply Co,cream,all,4.7,7,cyan
135,ulta,USA,body,bodywash,23.5296,Each & Every,cream,all,4.86649383769435,0,cyan
136,ulta,USA,body,bodywash,23.5296,Each & Every,cream,all,5.0,1,cyan
137,ulta,USA,body,bodywash,23.5296,Each & Every,cream,all,1.0,1,dark blue
138,ulta,USA,body,bodywash,23.5296,Each & Every,cream,all,5.0,1,cyan
139,ulta,USA,body,bodywash,9.804,Earth Therapeutics,cream,all,4.3,12,dark purple
140,ulta,USA,body,bodywash,9.804,Earth Therapeutics,cream,all,4.4,57,dark purple
141,ulta,USA,body,bodywash,8.225520000000001,EcoTools,cream,all,3.6,22,dark blue
142,ulta,USA,body,bodywash,13.67664,Eczema Honey,cream,all,4.4,31,dark purple
143,ulta,USA,body,bodywash,8.81376,Every Man Jack,cream,all,4.8,151,cyan
144,ulta,USA,body,bodywash,8.81376,Every Man Jack,cream,all,4.3,8,dark purple
145,ulta,USA,body,bodywash,11.7648,First Aid Beauty,cream,all,4.6,1751,cyan
146,ulta,USA,body,bodywash,29.412,First Aid Beauty,cream,all,4.6,1751,cyan
147,ulta,USA,body,bodywash,8.81376,Formula 10.0.6,cream,all,3.4,8,dark blue
148,ulta,USA,body,bodywash,8.81376,Formula 10.0.6,cream,all,3.3,4,dark blue
149,ulta,USA,body,bodywash,8.81376,Formula 10.0.6,cream,all,3.8,5,dark purple
150,ulta,USA,body,bodywash,9.75504,frank body,cream,all,4.8,2661,cyan
151,ulta,USA,body,bodywash,14.65704,frank body,cream,all,4.0,1,dark purple
152,ulta,USA,body,bodywash,19.55904,frank body,cream,all,4.7,1976,cyan
153,ulta,USA,body,bodywash,19.55904,frank body,cream,all,4.7,771,cyan
154,ulta,USA,body,bodywash,21.51984,frank body,cream,all,4.5,15,cyan
155,ulta,USA,body,bodywash,21.51984,frank body,cream,all,4.8,12,cyan
156,ulta,USA,body,bodywash,24.51,fresh,cream,all,4.8,53,cyan
157,ulta,USA,body,bodywash,31.3728,fresh,cream,all,4.8,932,cyan
158,ulta,USA,body,bodywash,38.235600000000005,fresh,cream,all,4.6,26,cyan
159,ulta,USA,body,bodywash,37.2552,Fur,cream,all,4.1,17,dark purple
160,ulta,USA,body,bodywash,37.2552,Fur,cream,all,4.8,8,cyan
161,ulta,USA,body,bodywash,52.9416,Fur,cream,all,3.0,26,dark blue
162,ulta,USA,body,bodywash,9.79416,Gigi,cream,all,4.2,25,dark purple
163,ulta,USA,body,bodywash,13.715760000000001,Gillette,cream,all,4.5,789,cyan
164,ulta,USA,body,bodywash,13.715760000000001,Gillette,cream,all,4.5,210,cyan
165,ulta,USA,body,bodywash,14.706,Good Molecules,cream,all,3.9,33,dark purple
166,ulta,USA,body,bodywash,14.69616,Hempz,cream,all,4.0,3,dark purple
167,ulta,USA,body,bodywash,15.6864,Hempz,cream,all,4.1,22,dark purple
168,ulta,USA,body,bodywash,18.6276,Hempz,cream,all,4.4,13,dark purple
169,ulta,USA,body,bodywash,18.6276,Hempz,cream,all,3.0,10,dark blue
170,ulta,USA,body,bodywash,18.6276,Hempz,cream,all,3.6,56,dark blue
171,ulta,USA,body,bodywash,18.6276,Hempz,cream,all,4.1,19,dark purple
172,ulta,USA,body,bodywash,18.6276,Hempz,cream,all,4.7,60,cyan
173,ulta,USA,body,bodywash,18.6276,Hempz,cream,all,4.5,79,cyan
174,ulta,USA,body,bodywash,18.6276,Hempz,cream,all,4.4,34,dark purple
175,ulta,USA,body,bodywash,18.6276,Hempz,cream,all,4.5,38,cyan
176,ulta,USA,body,bodywash,18.6276,Hempz,cream,all,4.3,45,dark purple
177,ulta,USA,body,bodywash,18.6276,Hempz,cream,all,4.3,38,dark purple
178,ulta,USA,body,bodywash,18.6276,Hempz,cream,all,4.7,41,cyan
179,ulta,USA,body,bodywash,19.59816,Hempz,cream,all,4.7,9,cyan
180,ulta,USA,body,bodywash,13.7256,Homebody,cream,all,4.3,16,dark purple
181,ulta,USA,body,bodywash,13.7256,Homebody,cream,all,4.8,5,cyan
182,ulta,USA,body,bodywash,13.7256,Homebody,cream,all,4.8,4,cyan
183,ulta,USA,body,bodywash,13.7256,Homebody,cream,all,4.2,6,dark purple
184,ulta,USA,body,bodywash,13.7256,Homebody,cream,all,4.3,12,dark purple
185,ulta,USA,body,bodywash,13.7256,Homebody,cream,all,3.9,7,dark purple
186,ulta,USA,body,bodywash,13.7256,Homebody,cream,all,5.0,12,cyan
187,ulta,USA,body,bodywash,13.7256,Homebody,cream,all,5.0,2,cyan
188,ulta,USA,body,bodywash,13.7256,Homebody,cream,all,4.3,3,dark purple
189,ulta,USA,body,bodywash,13.7256,Homebody,cream,all,4.5,2,cyan
190,ulta,USA,body,bodywash,41.1768,Homebody,cream,all,5.0,7,cyan
191,ulta,USA,body,bodywash,41.1768,Homebody,cream,all,4.7,19,cyan
192,ulta,USA,body,bodywash,41.1768,Homebody,cream,all,4.6,8,cyan
193,ulta,USA,body,bodywash,41.1768,Homebody,cream,all,3.3,7,dark blue
194,ulta,USA,body,bodywash,41.1768,Homebody,cream,all,4.5,6,cyan
195,ulta,USA,body,bodywash,19.59816,Hustle Butter,cream,all,5.0,18,cyan
196,ulta,USA,body,bodywash,9.79416,J.R. Watkins,cream,all,4.2,11,dark purple
197,ulta,USA,body,bodywash,9.79416,J.R. Watkins,cream,all,3.4,16,dark blue
198,ulta,USA,body,bodywash,9.79416,J.R. Watkins,cream,all,3.1,11,dark blue
199,ulta,USA,body,bodywash,9.79416,J.R. Watkins,cream,all,4.3,3,dark purple
200,ulta,USA,body,bodywash,9.79416,J.R. Watkins,cream,all,4.0,14,dark purple
201,ulta,USA,body,bodywash,9.79416,J.R. Watkins,cream,all,4.86649383769435,0,cyan
202,ulta,USA,body,bodywash,15.6864,Jack Black,cream,all,4.6,79,cyan
203,ulta,USA,body,sunscreen,21.57144,Jack Black,cream,sensitive,4.6,97,cyan
204,ulta,USA,body,sunscreen,21.57144,Jack Black,cream,"combinational,oily,normal",4.6,97,cyan
205,ulta,USA,body,bodywash,23.5296,Jack Black,cream,all,4.8,396,cyan
206,ulta,USA,body,bodywash,50.980799999999995,Jack Black,cream,all,4.3,161,dark purple
207,ulta,USA,body,bodywash,50.980799999999995,Jack Black,cream,all,4.8,603,cyan
208,ulta,USA,body,bodywash,54.9024,Kate Somerville,cream,all,5.0,4,cyan
209,ulta,USA,body,bodywash,34.314,Kiehl's Since 1851,cream,all,4.3,59,dark purple
210,Flipkart,India,body,bodywash,1.47312,Kimirica,cream,all,5.0,0,cyan
211,Flipkart,India,body,bodywash,1.47312,Kimirica,cream,all,5.0,0,cyan
212,ulta,USA,body,bodywash,11.7648,Kitsch,cream,all,4.6,53,cyan
213,ulta,USA,body,bodywash,1.9608,Kneipp,cream,all,4.9,148,cyan
214,ulta,USA,body,bodywash,3.9216,Kneipp,cream,all,4.8,133,cyan
215,ulta,USA,body,bodywash,3.9216,Kneipp,cream,all,4.8,214,cyan
216,ulta,USA,body,bodywash,3.9216,Kneipp,cream,all,4.8,33,cyan
217,ulta,USA,body,bodywash,3.9216,Kneipp,cream,all,4.6,198,cyan
218,ulta,USA,body,bodywash,3.9216,Kneipp,cream,all,4.0,1,dark purple
219,ulta,USA,body,bodywash,3.9216,Kneipp,cream,all,3.0,2,dark blue
220,ulta,USA,body,bodywash,11.7648,Kneipp,cream,all,4.4,26,dark purple
221,ulta,USA,body,bodywash,11.7648,Kneipp,cream,all,4.9,29,cyan
222,ulta,USA,body,bodywash,11.7648,Kneipp,cream,all,4.8,13,cyan
223,ulta,USA,body,bodywash,15.6864,Kneipp,cream,all,4.4,17,dark purple
224,ulta,USA,body,bodywash,15.6864,Kneipp,cream,all,4.5,2,cyan
225,ulta,USA,body,bodywash,15.6864,Kneipp,cream,all,5.0,3,cyan
226,ulta,USA,body,bodywash,15.6864,Kneipp,cream,all,4.86649383769435,0,cyan
227,ulta,USA,body,bodywash,17.647199999999998,Kneipp,cream,all,4.5,8,cyan
228,ulta,USA,body,bodywash,19.608,Kneipp,cream,all,4.7,101,cyan
229,ulta,USA,body,bodywash,19.608,Kneipp,cream,all,4.7,126,cyan
230,ulta,USA,body,bodywash,19.608,Kneipp,cream,all,4.8,104,cyan
231,ulta,USA,body,bodywash,19.608,Kneipp,cream,all,4.9,26,cyan
232,ulta,USA,body,bodywash,19.608,Kneipp,cream,all,4.6,91,cyan
233,ulta,USA,body,bodywash,19.608,Kneipp,cream,all,4.0,8,dark purple
234,ulta,USA,body,bodywash,19.608,Kneipp,cream,all,4.5,2,cyan
235,ulta,USA,body,bodywash,21.568800000000003,Kneipp,cream,all,4.9,148,cyan
236,ulta,USA,body,bodywash,21.568800000000003,Kneipp,cream,all,4.6,198,cyan
237,ulta,USA,body,bodywash,21.568800000000003,Kneipp,cream,all,4.8,214,cyan
238,ulta,USA,body,bodywash,21.568800000000003,Kneipp,cream,all,4.8,33,cyan
239,ulta,USA,body,bodywash,21.568800000000003,Kneipp,cream,all,4.8,133,cyan
240,ulta,USA,body,bodywash,21.568800000000003,Kneipp,cream,all,4.7,3,cyan
241,ulta,USA,body,bodywash,19.608,Kopari Beauty,cream,all,4.8,315,cyan
242,ulta,USA,body,bodywash,19.608,Kopari Beauty,cream,all,4.8,315,cyan
243,ulta,USA,body,bodywash,25.490399999999998,Kopari Beauty,cream,all,4.8,131,cyan
244,ulta,USA,body,bodywash,28.431600000000003,Kopari Beauty,cream,all,4.8,834,cyan
245,ulta,USA,body,bodywash,35.294399999999996,Kopari Beauty,cream,all,4.6,25,cyan
246,ulta,USA,body,bodywash,38.235600000000005,Kopari Beauty,cream,all,4.8,1144,cyan
247,ulta,USA,body,bodywash,18.61776,La Roche-Posay,cream,all,4.5,575,cyan
248,ulta,USA,body,sunscreen,46.074600000000004,La Roche-Posay,cream,"combination, dry, normal, oily",4.5,365,cyan
249,ulta,USA,body,bodywash,50.980799999999995,Lancï¿½ï¿½,cream,all,4.9,16,cyan
250,ulta,USA,body,bodywash,4.8921600000000005,Love Wellness,cream,all,4.8,1166,cyan
251,ulta,USA,body,bodywash,17.647199999999998,LUV SCRUB,cream,all,4.9,22,cyan
252,ulta,USA,body,bodywash,17.647199999999998,LUV SCRUB,cream,all,4.8,9,cyan
253,ulta,USA,body,sunscreen,24.50316,Mad Hippie,cream,combinational,4.6,21,cyan
254,ulta,USA,body,bodywash,28.431600000000003,MAï¿½ï¿½ï¿½ï¿½ï¿½,cream,all,4.9,145,cyan
255,ulta,USA,body,bodywash,5.8824,MANNA KADAR BEAUTY,cream,all,4.3,22,dark purple
256,ulta,USA,body,bodywash,6.8628,MANNA KADAR BEAUTY,cream,all,2.4,8,dark blue
257,ulta,USA,body,bodywash,7.8432,MANNA KADAR BEAUTY,cream,all,4.8,6,cyan
258,ulta,USA,body,bodywash,11.7648,MANNA KADAR BEAUTY,cream,all,4.86649383769435,0,cyan
259,ulta,USA,body,bodywash,23.5296,MANNA KADAR BEAUTY,cream,all,4.86649383769435,0,cyan
260,ulta,USA,body,bodywash,7.8432,Mario Badescu,cream,all,4.5,27,cyan
261,ulta,USA,body,bodywash,7.8432,Mario Badescu,cream,all,4.4,380,dark purple
262,ulta,USA,body,bodywash,13.7256,Mario Badescu,cream,all,4.6,8,cyan
263,ulta,USA,body,moisturizer,53.9286,Meaningful Beauty,cream,"dry,combinational,normal",4.7,10,cyan
264,ulta,USA,body,bodywash,13.7256,megababe,cream,all,4.8,28,cyan
265,ulta,USA,body,bodywash,13.7256,megababe,cream,all,4.3,32,dark purple
266,ulta,USA,body,bodywash,29.412,Milk + Honey,cream,all,4.6,23,cyan
267,ulta,USA,body,bodywash,29.412,Milk + Honey,cream,all,4.1,30,dark purple
268,ulta,USA,body,bodywash,29.412,Milk + Honey,cream,all,4.2,13,dark purple
269,ulta,USA,body,bodywash,31.3728,Milk + Honey,cream,all,4.4,18,dark purple
270,ulta,USA,body,bodywash,37.2552,Milk + Honey,cream,all,4.5,20,cyan
271,ulta,USA,body,bodywash,38.235600000000005,Milk + Honey,cream,all,4.0,5,dark purple
272,ulta,USA,body,bodywash,38.235600000000005,Milk + Honey,cream,all,4.2,5,dark purple
273,ulta,USA,body,bodywash,47.0592,Murad,cream,all,4.0,73,dark purple
274,ulta,USA,body,bodywash,8.81376,Nivea,cream,all,4.0,4,dark purple
275,ulta,USA,body,bodywash,8.81376,Nivea,cream,all,3.9,9,dark purple
276,ulta,USA,body,bodywash,8.81376,Nivea,cream,all,3.4,8,dark blue
277,ulta,USA,body,bodywash,13.7256,Nude Sugar,cream,all,4.8,4,cyan
278,ulta,USA,body,bodywash,17.647199999999998,Nude Sugar,cream,all,5.0,5,cyan
279,ulta,USA,body,bodywash,29.412,Origins,cream,all,4.86649383769435,0,cyan
280,ulta,USA,body,bodywash,47.0592,OSEA,cream,all,4.8,177,cyan
281,ulta,USA,body,bodywash,17.647199999999998,OUAI,cream,all,5.0,2,cyan
282,ulta,USA,body,bodywash,27.4512,OUAI,cream,all,4.3,24,dark purple
283,ulta,USA,body,bodywash,27.4512,OUAI,cream,all,4.5,26,cyan
284,ulta,USA,body,bodywash,39.216,OUAI,cream,all,4.6,136,cyan
285,ulta,USA,body,bodywash,39.216,OUAI,cream,all,4.8,807,cyan
286,ulta,USA,body,bodywash,54.9024,OUAI,cream,all,5.0,3,cyan
287,ulta,USA,body,bodywash,54.9024,OUAI,cream,all,4.0,4,dark purple
288,ulta,USA,body,bodywash,9.804,Pacifica,cream,all,4.5,177,cyan
289,ulta,USA,body,bodywash,9.804,Pacifica,cream,all,4.3,142,dark purple
290,ulta,USA,body,bodywash,9.804,Pacifica,cream,all,4.7,98,cyan
291,ulta,USA,body,bodywash,12.745199999999999,Pacifica,cream,all,4.5,177,cyan
292,ulta,USA,body,bodywash,12.745199999999999,Pacifica,cream,all,4.4,72,dark purple
293,ulta,USA,body,bodywash,12.745199999999999,Pacifica,cream,all,4.8,55,cyan
294,ulta,USA,body,bodywash,14.706,Pacifica,cream,all,4.5,502,cyan
295,ulta,USA,body,bodywash,15.6864,Pacifica,cream,all,4.4,124,dark purple
296,ulta,USA,body,bodywash,15.6864,Pacifica,cream,all,4.4,7,dark purple
297,ulta,USA,body,bodywash,17.647199999999998,Pacifica,cream,all,4.0,1,dark purple
298,ulta,USA,body,sunscreen,17.64936,Pacifica,cream,"combination, dry, normal, oily",3.3,3,dark blue
299,ulta,USA,body,bodywash,9.804,Patisserie Beauty,cream,all,4.86649383769435,0,cyan
300,ulta,USA,body,bodywash,9.804,Patisserie Beauty,cream,all,4.86649383769435,0,cyan
301,ulta,USA,body,bodywash,9.804,Patisserie Beauty,cream,all,4.0,1,dark purple
302,ulta,USA,body,bodywash,19.608,Patisserie Beauty,cream,all,4.86649383769435,0,cyan
303,ulta,USA,body,bodywash,19.608,Patisserie Beauty,cream,all,4.86649383769435,0,cyan
304,ulta,USA,body,bodywash,12.255,Paul Mitchell,cream,all,4.7,182,cyan
305,ulta,USA,body,bodywash,21.0786,Paul Mitchell,cream,all,4.1,23,dark purple
306,ulta,USA,body,bodywash,28.431600000000003,PEACH & LILY,cream,all,4.3,243,dark purple
307,ulta,USA,body,bodywash,15.6864,Philosophy,cream,all,4.6,2730,cyan
308,ulta,USA,body,bodywash,33.333600000000004,Philosophy,cream,all,4.7,1716,cyan
309,ulta,USA,body,bodywash,33.333600000000004,Philosophy,cream,all,4.7,2426,cyan
310,ulta,USA,body,bodywash,33.333600000000004,Philosophy,cream,all,4.7,80,cyan
