,website,country,category,subcategory,price,brand,form,type,rating,count of ratings
0,Flipkart,India,body,perfume,599.0,Carlton London,aerosol,all,3.9,19
1,Flipkart,India,body,perfume,149.0,Charlene,aerosol,all,4.4,4031
2,Flipkart,India,body,perfume,298.0,Charlene,aerosol,all,4.4,4072
3,Flipkart,India,body,perfume,245.0,Denver,aerosol,all,4.2,61
4,Flipkart,India,body,perfume,422.0,Denver,aerosol,all,4.3,342
5,Flipkart,India,body,perfume,422.0,Engage,aerosol,all,4.4,13101
6,Flipkart,India,body,perfume,422.0,Engage,aerosol,all,4.3,515
7,Flipkart,India,body,perfume,422.0,Engage,aerosol,all,4.5,9665
8,Flipkart,India,body,perfume,422.0,Engage,aerosol,all,4.3,54
9,Flipkart,India,body,perfume,236.0,Envy,aerosol,all,4.2,842
10,Flipkart,India,body,perfume,249.0,Envy,aerosol,all,4.1,396
11,Flipkart,India,body,perfume,289.0,Envy,aerosol,all,4.3,4349
12,Flipkart,India,body,perfume,101.0,FOGG,aerosol,all,4.3,180
13,Flipkart,India,body,perfume,114.0,KS WOMAN,aerosol,all,4.2,163
14,Flipkart,India,body,perfume,475.0,LA' French,aerosol,all,4.2,358
15,Flipkart,India,body,perfume,540.0,LA' French,aerosol,all,4.2,524
16,Flipkart,India,body,perfume,212.0,Park Avenue,aerosol,all,4.1,41
17,ulta,USA,body,bodywash,980.4,Ahava,cream,all,4.7,28
18,ulta,USA,body,bodywash,980.4,Ahava,cream,all,4.0,1
19,ulta,USA,body,bodywash,1960.8,Ahava,cream,all,4.86649383769435,0
20,ulta,USA,body,bodywash,1960.8,Ahava,cream,all,4.7,13
21,ulta,USA,body,bodywash,1960.8,Ahava,cream,all,4.7,301
22,ulta,USA,body,bodywash,2124.2,Ahava,cream,all,4.5,39
23,ulta,USA,body,bodywash,3676.5,Ahava,cream,all,4.4,21
24,ulta,USA,body,bodywash,1061.28,Alpha Skin Care,cream,all,4.5,23
25,ulta,USA,body,bodywash,1184.65,American Crew,cream,all,4.7,24
26,ulta,USA,body,bodywash,1552.3,American Crew,cream,all,4.7,59
27,ulta,USA,body,bodywash,2451.0,Ariana Grande,cream,all,3.9,54
28,ulta,USA,body,bodywash,1429.75,Babo Botanicals,cream,all,4.7,57
29,ulta,USA,body,bodywash,1429.75,Babo Botanicals,cream,all,4.8,30
30,ulta,USA,body,bodywash,1429.75,Babo Botanicals,cream,all,4.7,57
31,ulta,USA,body,bodywash,1429.75,Babo Botanicals,cream,all,4.3,43
32,ulta,USA,body,bodywash,1944.46,Baxter of California,cream,all,4.1,9
33,ulta,USA,body,bodywash,612.75,Beast,cream,all,4.7,10
34,ulta,USA,body,bodywash,1225.5,Beast,cream,all,4.6,21
35,ulta,USA,body,bodywash,1429.75,Beast,cream,all,4.8,100
36,ulta,USA,body,bodywash,1429.75,Beast,cream,all,4.8,195
37,ulta,USA,body,bodywash,2205.9,Beast,cream,all,4.5,67
38,ulta,USA,body,bodywash,1307.2,Beekman 1802,cream,all,4.9,1489
39,ulta,USA,body,bodywash,2369.3,Beekman 1802,cream,all,4.8,227
40,ulta,USA,body,bodywash,3104.6,Beekman 1802,cream,all,4.8,169
41,ulta,USA,body,bodywash,898.7,Bliss,cream,all,4.6,252
42,ulta,USA,body,bodywash,1797.4,Bliss,cream,all,4.8,651
43,ulta,USA,body,bodywash,3186.3,boscia,cream,all,4.6,76
44,ulta,USA,body,bodywash,2042.5,Briogeo,cream,all,4.8,95
45,ulta,USA,body,bodywash,1879.1,Bushbalm,cream,all,4.2,55
46,ulta,USA,body,bodywash,1879.1,Bushbalm,cream,all,4.7,148
47,ulta,USA,body,bodywash,2369.3,Buttah Skin,cream,all,4.8,192
48,ulta,USA,body,bodywash,6127.5,Buttah Skin,cream,all,4.6,287
49,ulta,USA,body,bodywash,1020.43,Carbon Theory.,cream,all,4.8,359
50,ulta,USA,body,sunscreen,2041.93,Cetaphil,cream,"combinational,dry,sensitive,normal",4.3,91
51,ulta,USA,body,bodywash,2777.8,Cï¿½ï¿½,cream,all,4.2,38
52,ulta,USA,body,bodywash,2859.5,Cï¿½ï¿½,cream,all,4.1,7
53,ulta,USA,body,bodywash,3022.9,Cï¿½ï¿½,cream,all,3.7,9
54,ulta,USA,body,moisturizer,5392.86,Clarins,cream,"combination, dry, normal, oily",4.6,132
55,ulta,USA,body,bodywash,1593.15,Clinique,cream,all,4.6,641
56,ulta,USA,body,sunscreen,1879.33,Clinique,cream,"combination, dry, normal, oily",4.3,182
57,ulta,USA,body,bodywash,2777.8,Clinique,cream,all,4.4,7
58,ulta,USA,body,bodywash,1634.0,Coco & Eve,cream,all,4.86649383769435,0
59,ulta,USA,body,bodywash,1634.0,Coco & Eve,cream,all,4.86649383769435,0
60,ulta,USA,body,bodywash,2859.5,Coco & Eve,cream,all,4.3,49
61,ulta,USA,body,bodywash,326.8,Da Bomb,cream,all,3.0,1
62,ulta,USA,body,bodywash,326.8,Da Bomb,cream,all,5.0,2
63,ulta,USA,body,bodywash,326.8,Da Bomb,cream,all,4.0,1
64,ulta,USA,body,bodywash,653.6,Da Bomb,cream,all,2.9,33
65,ulta,USA,body,bodywash,653.6,Da Bomb,cream,all,4.86649383769435,0
66,ulta,USA,body,bodywash,653.6,Da Bomb,cream,all,3.7,7
67,ulta,USA,body,bodywash,653.6,Da Bomb,cream,all,4.5,2
68,ulta,USA,body,bodywash,653.6,Da Bomb,cream,all,4.86649383769435,0
69,ulta,USA,body,bodywash,653.6,Da Bomb,cream,all,4.2,35
70,ulta,USA,body,bodywash,653.6,Da Bomb,cream,all,5.0,2
71,ulta,USA,body,bodywash,653.6,Da Bomb,cream,all,5.0,1
72,ulta,USA,body,bodywash,653.6,Da Bomb,cream,all,4.86649383769435,0
73,ulta,USA,body,bodywash,653.6,Da Bomb,cream,all,5.0,2
74,ulta,USA,body,bodywash,653.6,Da Bomb,cream,all,3.6,39
75,ulta,USA,body,bodywash,653.6,Da Bomb,cream,all,2.5,30
76,ulta,USA,body,bodywash,653.6,Da Bomb,cream,all,3.6,5
77,ulta,USA,body,bodywash,653.6,Da Bomb,cream,all,3.2,10
78,ulta,USA,body,bodywash,653.6,Da Bomb,cream,all,4.86649383769435,0
79,ulta,USA,body,bodywash,653.6,Da Bomb,cream,all,3.3,9
80,ulta,USA,body,bodywash,1634.0,Daily Concepts,cream,all,4.0,1
81,ulta,USA,body,bodywash,2777.8,Dermalogica,cream,all,4.4,294
82,ulta,USA,body,sunscreen,3922.08,Dermalogica,cream,"combination, dry, normal, oily",4.4,344
83,ulta,USA,body,sunscreen,4739.18,Dermalogica,cream,"combinational,normal",4.4,190
84,ulta,USA,body,sunscreen,1306.54,Differin,cream,combinational,4.3,305
85,ulta,USA,body,bodywash,735.3,Dionis,cream,all,5.0,1
86,ulta,USA,body,bodywash,735.3,Dionis,cream,all,4.86649383769435,0
87,ulta,USA,body,bodywash,735.3,Dionis,cream,all,4.0,2
88,ulta,USA,body,bodywash,735.3,Dionis,cream,all,3.0,1
89,ulta,USA,body,bodywash,2042.5,Dionis,cream,all,4.86649383769435,0
90,ulta,USA,body,bodywash,2042.5,Dionis,cream,all,5.0,1
91,ulta,USA,body,bodywash,611.93,Dr Teal's,cream,all,4.7,99
92,ulta,USA,body,bodywash,611.93,Dr Teal's,cream,all,4.86649383769435,0
93,ulta,USA,body,bodywash,611.93,Dr Teal's,cream,all,5.0,3
94,ulta,USA,body,bodywash,611.93,Dr Teal's,cream,all,4.8,26
95,ulta,USA,body,bodywash,611.93,Dr Teal's,cream,all,4.8,735
96,ulta,USA,body,bodywash,611.93,Dr Teal's,cream,all,4.7,91
97,ulta,USA,body,bodywash,611.93,Dr Teal's,cream,all,4.9,40
98,ulta,USA,body,bodywash,611.93,Dr Teal's,cream,all,4.8,43
99,ulta,USA,body,bodywash,611.93,Dr Teal's,cream,all,4.86649383769435,0
100,ulta,USA,body,bodywash,611.93,Dr Teal's,cream,all,4.9,31
101,ulta,USA,body,bodywash,611.93,Dr Teal's,cream,all,4.9,51
102,ulta,USA,body,bodywash,611.93,Dr Teal's,cream,all,4.86649383769435,0
103,ulta,USA,body,bodywash,611.93,Dr Teal's,cream,all,4.6,9
104,ulta,USA,body,bodywash,611.93,Dr Teal's,cream,all,4.9,32
105,ulta,USA,body,bodywash,611.93,Dr Teal's,cream,all,5.0,2
106,ulta,USA,body,bodywash,611.93,Dr Teal's,cream,all,4.8,69
107,ulta,USA,body,bodywash,611.93,Dr Teal's,cream,all,4.7,84
108,ulta,USA,body,bodywash,611.93,Dr Teal's,cream,all,4.8,126
109,ulta,USA,body,bodywash,611.93,Dr Teal's,cream,all,4.8,1987
110,ulta,USA,body,bodywash,611.93,Dr Teal's,cream,all,4.8,1987
111,ulta,USA,body,bodywash,611.93,Dr Teal's,cream,all,4.9,21
112,ulta,USA,body,bodywash,611.93,Dr Teal's,cream,all,4.8,33
113,ulta,USA,body,bodywash,611.93,Dr Teal's,cream,all,4.8,30
114,ulta,USA,body,bodywash,611.93,Dr Teal's,cream,all,5.0,5
115,ulta,USA,body,bodywash,611.93,Dr Teal's,cream,all,4.86649383769435,0
116,ulta,USA,body,bodywash,734.48,Dr Teal's,cream,all,4.9,29
117,ulta,USA,body,bodywash,734.48,Dr Teal's,cream,all,4.8,2324
118,ulta,USA,body,bodywash,734.48,Dr Teal's,cream,all,5.0,1
119,ulta,USA,body,bodywash,734.48,Dr Teal's,cream,all,4.8,63
120,ulta,USA,body,bodywash,734.48,Dr Teal's,cream,all,4.8,2279
121,ulta,USA,body,bodywash,734.48,Dr Teal's,cream,all,4.8,2329
122,ulta,USA,body,bodywash,1797.4,Drunk Elephant,cream,all,4.5,108
123,ulta,USA,body,bodywash,2614.4,Drunk Elephant,cream,all,3.8,79
124,ulta,USA,body,bodywash,407.68,Duke Cannon Supply Co,cream,all,5.0,5
125,ulta,USA,body,bodywash,652.78,Duke Cannon Supply Co,cream,all,4.86649383769435,0
126,ulta,USA,body,bodywash,652.78,Duke Cannon Supply Co,cream,all,4.86649383769435,0
127,ulta,USA,body,bodywash,652.78,Duke Cannon Supply Co,cream,all,4.86649383769435,0
128,ulta,USA,body,bodywash,652.78,Duke Cannon Supply Co,cream,all,4.7,13
129,ulta,USA,body,bodywash,652.78,Duke Cannon Supply Co,cream,all,4.7,16
130,ulta,USA,body,bodywash,652.78,Duke Cannon Supply Co,cream,all,4.86649383769435,0
131,ulta,USA,body,bodywash,652.78,Duke Cannon Supply Co,cream,all,4.86649383769435,0
132,ulta,USA,body,bodywash,652.78,Duke Cannon Supply Co,cream,all,4.86649383769435,0
133,ulta,USA,body,bodywash,816.18,Duke Cannon Supply Co,cream,all,4.0,2
134,ulta,USA,body,bodywash,1633.18,Duke Cannon Supply Co,cream,all,4.7,7
135,ulta,USA,body,bodywash,1960.8,Each & Every,cream,all,4.86649383769435,0
136,ulta,USA,body,bodywash,1960.8,Each & Every,cream,all,5.0,1
137,ulta,USA,body,bodywash,1960.8,Each & Every,cream,all,1.0,1
138,ulta,USA,body,bodywash,1960.8,Each & Every,cream,all,5.0,1
139,ulta,USA,body,bodywash,817.0,Earth Therapeutics,cream,all,4.3,12
140,ulta,USA,body,bodywash,817.0,Earth Therapeutics,cream,all,4.4,57
141,ulta,USA,body,bodywash,685.46,EcoTools,cream,all,3.6,22
142,ulta,USA,body,bodywash,1139.72,Eczema Honey,cream,all,4.4,31
143,ulta,USA,body,bodywash,734.48,Every Man Jack,cream,all,4.8,151
144,ulta,USA,body,bodywash,734.48,Every Man Jack,cream,all,4.3,8
145,ulta,USA,body,bodywash,980.4,First Aid Beauty,cream,all,4.6,1751
146,ulta,USA,body,bodywash,2451.0,First Aid Beauty,cream,all,4.6,1751
147,ulta,USA,body,bodywash,734.48,Formula 10.0.6,cream,all,3.4,8
148,ulta,USA,body,bodywash,734.48,Formula 10.0.6,cream,all,3.3,4
149,ulta,USA,body,bodywash,734.48,Formula 10.0.6,cream,all,3.8,5
150,ulta,USA,body,bodywash,812.92,frank body,cream,all,4.8,2661
151,ulta,USA,body,bodywash,1221.42,frank body,cream,all,4.0,1
152,ulta,USA,body,bodywash,1629.92,frank body,cream,all,4.7,1976
153,ulta,USA,body,bodywash,1629.92,frank body,cream,all,4.7,771
154,ulta,USA,body,bodywash,1793.32,frank body,cream,all,4.5,15
155,ulta,USA,body,bodywash,1793.32,frank body,cream,all,4.8,12
156,ulta,USA,body,bodywash,2042.5,fresh,cream,all,4.8,53
157,ulta,USA,body,bodywash,2614.4,fresh,cream,all,4.8,932
158,ulta,USA,body,bodywash,3186.3,fresh,cream,all,4.6,26
159,ulta,USA,body,bodywash,3104.6,Fur,cream,all,4.1,17
160,ulta,USA,body,bodywash,3104.6,Fur,cream,all,4.8,8
161,ulta,USA,body,bodywash,4411.8,Fur,cream,all,3.0,26
162,ulta,USA,body,bodywash,816.18,Gigi,cream,all,4.2,25
163,ulta,USA,body,bodywash,1142.98,Gillette,cream,all,4.5,789
164,ulta,USA,body,bodywash,1142.98,Gillette,cream,all,4.5,210
165,ulta,USA,body,bodywash,1225.5,Good Molecules,cream,all,3.9,33
166,ulta,USA,body,bodywash,1224.68,Hempz,cream,all,4.0,3
167,ulta,USA,body,bodywash,1307.2,Hempz,cream,all,4.1,22
168,ulta,USA,body,bodywash,1552.3,Hempz,cream,all,4.4,13
169,ulta,USA,body,bodywash,1552.3,Hempz,cream,all,3.0,10
170,ulta,USA,body,bodywash,1552.3,Hempz,cream,all,3.6,56
171,ulta,USA,body,bodywash,1552.3,Hempz,cream,all,4.1,19
172,ulta,USA,body,bodywash,1552.3,Hempz,cream,all,4.7,60
173,ulta,USA,body,bodywash,1552.3,Hempz,cream,all,4.5,79
174,ulta,USA,body,bodywash,1552.3,Hempz,cream,all,4.4,34
175,ulta,USA,body,bodywash,1552.3,Hempz,cream,all,4.5,38
176,ulta,USA,body,bodywash,1552.3,Hempz,cream,all,4.3,45
177,ulta,USA,body,bodywash,1552.3,Hempz,cream,all,4.3,38
178,ulta,USA,body,bodywash,1552.3,Hempz,cream,all,4.7,41
179,ulta,USA,body,bodywash,1633.18,Hempz,cream,all,4.7,9
180,ulta,USA,body,bodywash,1143.8,Homebody,cream,all,4.3,16
181,ulta,USA,body,bodywash,1143.8,Homebody,cream,all,4.8,5
182,ulta,USA,body,bodywash,1143.8,Homebody,cream,all,4.8,4
183,ulta,USA,body,bodywash,1143.8,Homebody,cream,all,4.2,6
184,ulta,USA,body,bodywash,1143.8,Homebody,cream,all,4.3,12
185,ulta,USA,body,bodywash,1143.8,Homebody,cream,all,3.9,7
186,ulta,USA,body,bodywash,1143.8,Homebody,cream,all,5.0,12
187,ulta,USA,body,bodywash,1143.8,Homebody,cream,all,5.0,2
188,ulta,USA,body,bodywash,1143.8,Homebody,cream,all,4.3,3
189,ulta,USA,body,bodywash,1143.8,Homebody,cream,all,4.5,2
190,ulta,USA,body,bodywash,3431.4,Homebody,cream,all,5.0,7
191,ulta,USA,body,bodywash,3431.4,Homebody,cream,all,4.7,19
192,ulta,USA,body,bodywash,3431.4,Homebody,cream,all,4.6,8
193,ulta,USA,body,bodywash,3431.4,Homebody,cream,all,3.3,7
194,ulta,USA,body,bodywash,3431.4,Homebody,cream,all,4.5,6
195,ulta,USA,body,bodywash,1633.18,Hustle Butter,cream,all,5.0,18
196,ulta,USA,body,bodywash,816.18,J.R. Watkins,cream,all,4.2,11
197,ulta,USA,body,bodywash,816.18,J.R. Watkins,cream,all,3.4,16
198,ulta,USA,body,bodywash,816.18,J.R. Watkins,cream,all,3.1,11
199,ulta,USA,body,bodywash,816.18,J.R. Watkins,cream,all,4.3,3
200,ulta,USA,body,bodywash,816.18,J.R. Watkins,cream,all,4.0,14
201,ulta,USA,body,bodywash,816.18,J.R. Watkins,cream,all,4.86649383769435,0
202,ulta,USA,body,bodywash,1307.2,Jack Black,cream,all,4.6,79
203,ulta,USA,body,sunscreen,1797.62,Jack Black,cream,sensitive,4.6,97
204,ulta,USA,body,sunscreen,1797.62,Jack Black,cream,"combinational,oily,normal",4.6,97
205,ulta,USA,body,bodywash,1960.8,Jack Black,cream,all,4.8,396
206,ulta,USA,body,bodywash,4248.4,Jack Black,cream,all,4.3,161
207,ulta,USA,body,bodywash,4248.4,Jack Black,cream,all,4.8,603
208,ulta,USA,body,bodywash,4575.2,Kate Somerville,cream,all,5.0,4
209,ulta,USA,body,bodywash,2859.5,Kiehl's Since 1851,cream,all,4.3,59
210,Flipkart,India,body,bodywash,122.76,Kimirica,cream,all,5.0,0
211,Flipkart,India,body,bodywash,122.76,Kimirica,cream,all,5.0,0
212,ulta,USA,body,bodywash,980.4,Kitsch,cream,all,4.6,53
213,ulta,USA,body,bodywash,163.4,Kneipp,cream,all,4.9,148
214,ulta,USA,body,bodywash,326.8,Kneipp,cream,all,4.8,133
215,ulta,USA,body,bodywash,326.8,Kneipp,cream,all,4.8,214
216,ulta,USA,body,bodywash,326.8,Kneipp,cream,all,4.8,33
217,ulta,USA,body,bodywash,326.8,Kneipp,cream,all,4.6,198
218,ulta,USA,body,bodywash,326.8,Kneipp,cream,all,4.0,1
219,ulta,USA,body,bodywash,326.8,Kneipp,cream,all,3.0,2
220,ulta,USA,body,bodywash,980.4,Kneipp,cream,all,4.4,26
221,ulta,USA,body,bodywash,980.4,Kneipp,cream,all,4.9,29
222,ulta,USA,body,bodywash,980.4,Kneipp,cream,all,4.8,13
223,ulta,USA,body,bodywash,1307.2,Kneipp,cream,all,4.4,17
224,ulta,USA,body,bodywash,1307.2,Kneipp,cream,all,4.5,2
225,ulta,USA,body,bodywash,1307.2,Kneipp,cream,all,5.0,3
226,ulta,USA,body,bodywash,1307.2,Kneipp,cream,all,4.86649383769435,0
227,ulta,USA,body,bodywash,1470.6,Kneipp,cream,all,4.5,8
228,ulta,USA,body,bodywash,1634.0,Kneipp,cream,all,4.7,101
229,ulta,USA,body,bodywash,1634.0,Kneipp,cream,all,4.7,126
230,ulta,USA,body,bodywash,1634.0,Kneipp,cream,all,4.8,104
231,ulta,USA,body,bodywash,1634.0,Kneipp,cream,all,4.9,26
232,ulta,USA,body,bodywash,1634.0,Kneipp,cream,all,4.6,91
233,ulta,USA,body,bodywash,1634.0,Kneipp,cream,all,4.0,8
234,ulta,USA,body,bodywash,1634.0,Kneipp,cream,all,4.5,2
235,ulta,USA,body,bodywash,1797.4,Kneipp,cream,all,4.9,148
236,ulta,USA,body,bodywash,1797.4,Kneipp,cream,all,4.6,198
237,ulta,USA,body,bodywash,1797.4,Kneipp,cream,all,4.8,214
238,ulta,USA,body,bodywash,1797.4,Kneipp,cream,all,4.8,33
239,ulta,USA,body,bodywash,1797.4,Kneipp,cream,all,4.8,133
240,ulta,USA,body,bodywash,1797.4,Kneipp,cream,all,4.7,3
241,ulta,USA,body,bodywash,1634.0,Kopari Beauty,cream,all,4.8,315
242,ulta,USA,body,bodywash,1634.0,Kopari Beauty,cream,all,4.8,315
243,ulta,USA,body,bodywash,2124.2,Kopari Beauty,cream,all,4.8,131
244,ulta,USA,body,bodywash,2369.3,Kopari Beauty,cream,all,4.8,834
245,ulta,USA,body,bodywash,2941.2,Kopari Beauty,cream,all,4.6,25
246,ulta,USA,body,bodywash,3186.3,Kopari Beauty,cream,all,4.8,1144
247,ulta,USA,body,bodywash,1551.48,La Roche-Posay,cream,all,4.5,575
248,ulta,USA,body,sunscreen,3839.55,La Roche-Posay,cream,"combination, dry, normal, oily",4.5,365
249,ulta,USA,body,bodywash,4248.4,Lancï¿½ï¿½,cream,all,4.9,16
250,ulta,USA,body,bodywash,407.68,Love Wellness,cream,all,4.8,1166
251,ulta,USA,body,bodywash,1470.6,LUV SCRUB,cream,all,4.9,22
252,ulta,USA,body,bodywash,1470.6,LUV SCRUB,cream,all,4.8,9
253,ulta,USA,body,sunscreen,2041.93,Mad Hippie,cream,combinational,4.6,21
254,ulta,USA,body,bodywash,2369.3,MAï¿½ï¿½ï¿½ï¿½ï¿½,cream,all,4.9,145
255,ulta,USA,body,bodywash,490.2,MANNA KADAR BEAUTY,cream,all,4.3,22
256,ulta,USA,body,bodywash,571.9,MANNA KADAR BEAUTY,cream,all,2.4,8
257,ulta,USA,body,bodywash,653.6,MANNA KADAR BEAUTY,cream,all,4.8,6
258,ulta,USA,body,bodywash,980.4,MANNA KADAR BEAUTY,cream,all,4.86649383769435,0
259,ulta,USA,body,bodywash,1960.8,MANNA KADAR BEAUTY,cream,all,4.86649383769435,0
260,ulta,USA,body,bodywash,653.6,Mario Badescu,cream,all,4.5,27
261,ulta,USA,body,bodywash,653.6,Mario Badescu,cream,all,4.4,380
262,ulta,USA,body,bodywash,1143.8,Mario Badescu,cream,all,4.6,8
263,ulta,USA,body,moisturizer,4494.05,Meaningful Beauty,cream,"dry,combinational,normal",4.7,10
264,ulta,USA,body,bodywash,1143.8,megababe,cream,all,4.8,28
265,ulta,USA,body,bodywash,1143.8,megababe,cream,all,4.3,32
266,ulta,USA,body,bodywash,2451.0,Milk + Honey,cream,all,4.6,23
267,ulta,USA,body,bodywash,2451.0,Milk + Honey,cream,all,4.1,30
268,ulta,USA,body,bodywash,2451.0,Milk + Honey,cream,all,4.2,13
269,ulta,USA,body,bodywash,2614.4,Milk + Honey,cream,all,4.4,18
270,ulta,USA,body,bodywash,3104.6,Milk + Honey,cream,all,4.5,20
271,ulta,USA,body,bodywash,3186.3,Milk + Honey,cream,all,4.0,5
272,ulta,USA,body,bodywash,3186.3,Milk + Honey,cream,all,4.2,5
273,ulta,USA,body,bodywash,3921.6,Murad,cream,all,4.0,73
274,ulta,USA,body,bodywash,734.48,Nivea,cream,all,4.0,4
275,ulta,USA,body,bodywash,734.48,Nivea,cream,all,3.9,9
276,ulta,USA,body,bodywash,734.48,Nivea,cream,all,3.4,8
277,ulta,USA,body,bodywash,1143.8,Nude Sugar,cream,all,4.8,4
278,ulta,USA,body,bodywash,1470.6,Nude Sugar,cream,all,5.0,5
279,ulta,USA,body,bodywash,2451.0,Origins,cream,all,4.86649383769435,0
280,ulta,USA,body,bodywash,3921.6,OSEA,cream,all,4.8,177
281,ulta,USA,body,bodywash,1470.6,OUAI,cream,all,5.0,2
282,ulta,USA,body,bodywash,2287.6,OUAI,cream,all,4.3,24
283,ulta,USA,body,bodywash,2287.6,OUAI,cream,all,4.5,26
284,ulta,USA,body,bodywash,3268.0,OUAI,cream,all,4.6,136
285,ulta,USA,body,bodywash,3268.0,OUAI,cream,all,4.8,807
286,ulta,USA,body,bodywash,4575.2,OUAI,cream,all,5.0,3
287,ulta,USA,body,bodywash,4575.2,OUAI,cream,all,4.0,4
288,ulta,USA,body,bodywash,817.0,Pacifica,cream,all,4.5,177
289,ulta,USA,body,bodywash,817.0,Pacifica,cream,all,4.3,142
290,ulta,USA,body,bodywash,817.0,Pacifica,cream,all,4.7,98
291,ulta,USA,body,bodywash,1062.1,Pacifica,cream,all,4.5,177
292,ulta,USA,body,bodywash,1062.1,Pacifica,cream,all,4.4,72
293,ulta,USA,body,bodywash,1062.1,Pacifica,cream,all,4.8,55
294,ulta,USA,body,bodywash,1225.5,Pacifica,cream,all,4.5,502
295,ulta,USA,body,bodywash,1307.2,Pacifica,cream,all,4.4,124
296,ulta,USA,body,bodywash,1307.2,Pacifica,cream,all,4.4,7
297,ulta,USA,body,bodywash,1470.6,Pacifica,cream,all,4.0,1
298,ulta,USA,body,sunscreen,1470.78,Pacifica,cream,"combination, dry, normal, oily",3.3,3
299,ulta,USA,body,bodywash,817.0,Patisserie Beauty,cream,all,4.86649383769435,0
300,ulta,USA,body,bodywash,817.0,Patisserie Beauty,cream,all,4.86649383769435,0
301,ulta,USA,body,bodywash,817.0,Patisserie Beauty,cream,all,4.0,1
302,ulta,USA,body,bodywash,1634.0,Patisserie Beauty,cream,all,4.86649383769435,0
303,ulta,USA,body,bodywash,1634.0,Patisserie Beauty,cream,all,4.86649383769435,0
304,ulta,USA,body,bodywash,1021.25,Paul Mitchell,cream,all,4.7,182
305,ulta,USA,body,bodywash,1756.55,Paul Mitchell,cream,all,4.1,23
306,ulta,USA,body,bodywash,2369.3,PEACH & LILY,cream,all,4.3,243
307,ulta,USA,body,bodywash,1307.2,Philosophy,cream,all,4.6,2730
308,ulta,USA,body,bodywash,2777.8,Philosophy,cream,all,4.7,1716
309,ulta,USA,body,bodywash,2777.8,Philosophy,cream,all,4.7,2426
310,ulta,USA,body,bodywash,2777.8,Philosophy,cream,all,4.7,80
311,ulta,USA,body,bodywash,783.5,Pipette,cream,all,4.7,112
312,ulta,USA,body,bodywash,1224.68,Pipette,cream,all,4.1,19
313,ulta,USA,body,bodywash,1224.68,Pipette,cream,all,4.1,19
314,ulta,USA,body,sunscreen,1224.83,Pipette,cream,"combination, dry, normal, oily",4.3,1118
315,ulta,USA,body,bodywash,2941.2,Pirette,cream,all,4.9,14
316,ulta,USA,body,bodywash,2941.2,Proactiv,cream,all,4.4,10
317,ulta,USA,body,bodywash,1021.25,RITUALS,cream,all,5.0,2
318,ulta,USA,body,bodywash,1021.25,RITUALS,cream,all,4.9,104
319,ulta,USA,body,bodywash,1021.25,RITUALS,cream,all,4.7,58
320,ulta,USA,body,bodywash,1756.55,RITUALS,cream,all,4.86649383769435,0
321,ulta,USA,body,bodywash,1756.55,RITUALS,cream,all,4.8,73
322,ulta,USA,body,bodywash,1756.55,RITUALS,cream,all,4.7,32
323,ulta,USA,body,bodywash,2451.0,RITUALS,cream,all,4.86649383769435,0
324,ulta,USA,body,bodywash,1470.6,ROSEN,cream,all,5.0,1
325,ulta,USA,body,bodywash,1634.0,ROSEN,cream,all,5.0,2
326,ulta,USA,body,bodywash,2777.8,SABON,cream,all,4.8,4
327,ulta,USA,body,bodywash,2777.8,SABON,cream,all,5.0,7
328,ulta,USA,body,bodywash,2777.8,SABON,cream,all,4.3,3
329,ulta,USA,body,bodywash,1715.7,SAND & SKY,cream,all,4.5,258
330,ulta,USA,body,bodywash,571.08,SheaMoisture,cream,all,4.6,195
331,ulta,USA,body,bodywash,571.08,SheaMoisture,cream,all,4.6,124
332,ulta,USA,body,bodywash,571.08,SheaMoisture,cream,all,4.2,42
333,ulta,USA,body,bodywash,571.08,SheaMoisture,cream,all,4.1,46
334,ulta,USA,body,bodywash,571.08,SheaMoisture,cream,all,4.5,125
335,ulta,USA,body,bodywash,571.08,SheaMoisture,cream,all,4.5,355
336,ulta,USA,body,bodywash,571.08,SheaMoisture,cream,all,4.2,129
337,ulta,USA,body,bodywash,571.08,SheaMoisture,cream,all,4.4,133
338,ulta,USA,body,bodywash,897.88,SheaMoisture,cream,all,4.0,19
339,ulta,USA,body,bodywash,897.88,SheaMoisture,cream,all,3.6,60
340,ulta,USA,body,bodywash,979.58,SheaMoisture,cream,all,4.3,15
341,ulta,USA,body,bodywash,979.58,SheaMoisture,cream,all,4.4,105
342,ulta,USA,body,bodywash,979.58,SheaMoisture,cream,all,4.2,574
343,ulta,USA,body,bodywash,979.58,SheaMoisture,cream,all,4.6,510
344,ulta,USA,body,bodywash,979.58,SheaMoisture,cream,all,4.5,207
345,ulta,USA,body,bodywash,979.58,SheaMoisture,cream,all,4.4,175
346,ulta,USA,body,bodywash,1061.28,SheaMoisture,cream,all,4.5,151
347,ulta,USA,body,bodywash,1061.28,SheaMoisture,cream,all,4.8,47
348,ulta,USA,body,bodywash,1061.28,SheaMoisture,cream,all,4.7,47
349,ulta,USA,body,bodywash,1061.28,SheaMoisture,cream,all,5.0,40
350,ulta,USA,body,bodywash,1061.28,SheaMoisture,cream,all,4.6,276
351,ulta,USA,body,bodywash,1061.28,SheaMoisture,cream,all,4.4,35
352,ulta,USA,body,bodywash,1061.28,SheaMoisture,cream,all,5.0,3
353,ulta,USA,body,bodywash,1142.98,SheaMoisture,cream,all,2.1,21
